experiment,threads,N,K,D,iters,run,elapsed
strong_omp,1,500000,8,40,150,1,61.163942
strong_omp,1,500000,8,40,150,2,61.143538
strong_omp,1,500000,8,40,150,3,60.841041
strong_omp,1,500000,8,40,150,4,61.155155
strong_omp,1,500000,8,40,150,5,61.211567
strong_omp,2,500000,8,40,150,1,32.426633
strong_omp,2,500000,8,40,150,2,32.106749
strong_omp,2,500000,8,40,150,3,32.258498
strong_omp,2,500000,8,40,150,4,32.214741
strong_omp,2,500000,8,40,150,5,32.271193
strong_omp,4,500000,8,40,150,1,16.968545
strong_omp,4,500000,8,40,150,2,17.272465
strong_omp,4,500000,8,40,150,3,17.204774
strong_omp,4,500000,8,40,150,4,17.237824
strong_omp,4,500000,8,40,150,5,17.284684
strong_omp,6,500000,8,40,150,1,12.054666
strong_omp,6,500000,8,40,150,2,12.153985
strong_omp,6,500000,8,40,150,3,12.114758
strong_omp,6,500000,8,40,150,4,12.185481
strong_omp,6,500000,8,40,150,5,12.211145
strong_omp,8,500000,8,40,150,1,9.574108
strong_omp,8,500000,8,40,150,2,9.585846
strong_omp,8,500000,8,40,150,3,9.547072
strong_omp,8,500000,8,40,150,4,9.584171
strong_omp,8,500000,8,40,150,5,9.574206
strong_omp,10,500000,8,40,150,1,7.904818
strong_omp,10,500000,8,40,150,2,7.847031
strong_omp,10,500000,8,40,150,3,7.876323
strong_omp,10,500000,8,40,150,4,7.830453
strong_omp,10,500000,8,40,150,5,7.880231
strong_omp,12,500000,8,40,150,1,6.608068
strong_omp,12,500000,8,40,150,2,6.653800
strong_omp,12,500000,8,40,150,3,6.655484
strong_omp,12,500000,8,40,150,4,6.646934
strong_omp,12,500000,8,40,150,5,6.664463
strong_omp,14,500000,8,40,150,1,5.749479
strong_omp,14,500000,8,40,150,2,5.776754
strong_omp,14,500000,8,40,150,3,5.755531
strong_omp,14,500000,8,40,150,4,5.755500
strong_omp,14,500000,8,40,150,5,5.779342
strong_omp,16,500000,8,40,150,1,5.621597
strong_omp,16,500000,8,40,150,2,5.657898
strong_omp,16,500000,8,40,150,3,5.570805
strong_omp,16,500000,8,40,150,4,5.549444
strong_omp,16,500000,8,40,150,5,5.617649
