experiment,N,K,D,iters,run,elapsed
cuda_v2,500000,8,1000,150,1,12.628688
cuda_v2,500000,8,1000,150,2,12.557376
cuda_v2,500000,8,1000,150,3,12.741556
cuda_v2,500000,8,1000,150,4,12.429831
cuda_v2,500000,8,1000,150,5,12.524939
