experiment,N,K,D,iters,run,elapsed
cuda_v3,500000,8,1000,150,1,0.006034
cuda_v3,500000,8,1000,150,2,0.006329
cuda_v3,500000,8,1000,150,3,0.006798
cuda_v3,500000,8,1000,150,4,0.006907
cuda_v3,500000,8,1000,150,5,0.005824
