experiment,threads,N,K,D,iters,run,elapsed
strong_O3_v4,1,1000000,8,40,150,1,7.090347
strong_O3_v4,2,1000000,8,40,150,1,3.813222
strong_O3_v4,4,1000000,8,40,150,1,2.172068
strong_O3_v4,6,1000000,8,40,150,1,1.635991
strong_O3_v4,8,1000000,8,40,150,1,1.530867
strong_O3_v4,10,1000000,8,40,150,1,1.309281
strong_O3_v4,12,1000000,8,40,150,1,1.107743
strong_O3_v4,14,1000000,8,40,150,1,0.974030
strong_O3_v4,16,1000000,8,40,150,1,1.031251
